Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kanton;E;N;Sprache;Validity;Bezirks-nummer;Bezirksname;Einwohner;Einwohnerdichte;Fahrraddiebstahl_pro1000Einwohner
Bister;3983;2;Bister;6172;VS;8.077138632;46.35151088;de;01.07.2008;2309;Raron;11443;28.7;X
Blatten b. Naters;3914;0;Bitsch;6173;VS;8.001643917;46.36540133;de;01.07.2008;2309;Raron;11443;28.7;X
Bitsch;3982;0;Bitsch;6173;VS;8.014251818;46.34209084;de;01.07.2008;2309;Raron;11443;28.7;X
Grengiols;3993;0;Grengiols;6177;VS;8.136328584;46.34363027;de;01.07.2008;2309;Raron;11443;28.7;X
Martisberg;3994;2;Grengiols;6177;VS;8.097479407;46.38231302;de;01.07.2008;2309;Raron;11443;28.7;X
Binn;3996;0;Grengiols;6177;VS;8.17440877;46.34057005;de;01.07.2008;2309;Raron;11443;28.7;X
Bitsch;3982;0;Riederalp;6181;VS;8.023809725;46.34569949;de;01.07.2008;2309;Raron;11443;28.7;X
Goppisberg;3983;4;Riederalp;6181;VS;8.04987712;46.37217559;de;01.07.2008;2309;Raron;11443;28.7;X
Greich;3983;5;Riederalp;6181;VS;8.038289255;46.36689939;de;01.07.2008;2309;Raron;11443;28.7;X
Ried-Moerel;3986;0;Riederalp;6181;VS;8.029113886;46.35901938;de;01.07.2008;2309;Raron;11443;28.7;X
Riederalp;3987;0;Riederalp;6181;VS;8.028754221;46.38100452;de;01.07.2008;2309;Raron;11443;28.7;X
Ausserberg;3938;0;Ausserberg;6191;VS;7.850316144;46.3283027;de;01.07.2008;2309;Raron;11443;28.7;X
St. German;3942;3;Ausserberg;6191;VS;7.825984184;46.31778537;de;01.07.2008;2309;Raron;11443;28.7;X
Blatten (Loetschen);3919;0;Blatten;6192;VS;7.856914169;46.44378405;de;01.07.2008;2309;Raron;11443;28.7;X
Buerchen;3935;0;Buerchen;6193;VS;7.821278971;46.27130774;de;01.07.2008;2309;Raron;11443;28.7;X
Eischoll;3943;0;Eischoll;6194;VS;7.764002329;46.28227103;de;01.07.2008;2309;Raron;11443;28.7;X
Ferden;3916;0;Ferden;6195;VS;7.727906775;46.39474866;de;01.07.2008;2309;Raron;11443;28.7;X
Goppenstein;3917;2;Ferden;6195;VS;7.772239252;46.36699396;de;01.07.2008;2309;Raron;11443;28.7;X
Kippel;3917;0;Kippel;6197;VS;7.769277889;46.39055915;de;01.07.2008;2309;Raron;11443;28.7;X
Steg VS;3940;0;Niedergesteln;6198;VS;7.755258989;46.30735953;de;01.07.2008;2309;Raron;11443;28.7;X
Raron;3942;0;Niedergesteln;6198;VS;7.789697688;46.30278209;de;01.07.2008;2309;Raron;11443;28.7;X
Niedergesteln;3942;2;Niedergesteln;6198;VS;7.782506658;46.31743206;de;01.07.2008;2309;Raron;11443;28.7;X
Eischoll;3943;0;Niedergesteln;6198;VS;7.749683662;46.30205854;de;01.07.2008;2309;Raron;11443;28.7;X
Hohtenn;3949;0;Niedergesteln;6198;VS;7.797978131;46.35541916;de;01.07.2008;2309;Raron;11443;28.7;X
Visp;3930;0;Raron;6199;VS;7.827021448;46.29127654;de;01.07.2008;2309;Raron;11443;28.7;X
Raron;3942;0;Raron;6199;VS;7.813089281;46.3030752;de;01.07.2008;2309;Raron;11443;28.7;X
Niedergesteln;3942;2;Raron;6199;VS;7.8308242;46.34467473;de;01.07.2008;2309;Raron;11443;28.7;X
St. German;3942;3;Raron;6199;VS;7.8167841;46.31476376;de;01.07.2008;2309;Raron;11443;28.7;X
Raron;3942;0;Unterbaech;6201;VS;7.796592291;46.30047052;de;01.07.2008;2309;Raron;11443;28.7;X
Unterbaech VS;3944;0;Unterbaech;6201;VS;7.774539873;46.24651971;de;01.07.2008;2309;Raron;11443;28.7;X
Wiler (Loetschen);3918;0;Wiler (Loetschen);6202;VS;7.786956575;46.4068394;de;01.07.2008;2309;Raron;11443;28.7;X
Moerel;3983;0;Moerel-Filet;6203;VS;8.038813851;46.3531097;de;01.07.2008;2309;Raron;11443;28.7;X
Filet;3983;3;Moerel-Filet;6203;VS;8.061525235;46.34707832;de;01.07.2008;2309;Raron;11443;28.7;X
Steg VS;3940;0;Steg-Hohtenn;6204;VS;7.763471716;46.35426268;de;01.07.2008;2309;Raron;11443;28.7;X
Hohtenn;3949;0;Steg-Hohtenn;6204;VS;7.782350585;46.33605138;de;01.07.2008;2309;Raron;11443;28.7;X
Goppisberg;3983;4;Bettmeralp;6205;VS;8.056559429;46.37183417;de;01.07.2008;2309;Raron;11443;28.7;X
Betten;3991;0;Bettmeralp;6205;VS;8.07266463;46.38052349;de;01.07.2008;2309;Raron;11443;28.7;X
Bettmeralp;3992;0;Bettmeralp;6205;VS;8.077162413;46.42638243;de;01.07.2008;2309;Raron;11443;28.7;X
Martisberg;3994;2;Bettmeralp;6205;VS;8.095495707;46.39212989;de;01.07.2008;2309;Raron;11443;28.7;X
Collonges;1903;0;Collonges;6211;VS;7.057017538;46.17981324;fr;01.07.2008;2310;Saint-Maurice;14708;77.2;1.46
Dorenaz;1905;0;Dorenaz;6212;VS;7.060524151;46.14834356;fr;01.07.2008;2310;Saint-Maurice;14708;77.2;1.46
Evionnaz;1902;0;Evionnaz;6213;VS;6.958757791;46.15307697;fr;01.07.2008;2310;Saint-Maurice;14708;77.2;1.46
Finhaut;1925;0;Finhaut;6214;VS;6.95000029;46.07206044;fr;01.07.2008;2310;Saint-Maurice;14708;77.2;1.46
Le Châtelard VS;1925;1;Finhaut;6214;VS;6.95753786;46.05914342;fr;01.07.2008;2310;Saint-Maurice;14708;77.2;1.46
Massongex;1869;0;Massongex;6215;VS;6.985157665;46.2382945;fr;01.07.2008;2310;Saint-Maurice;14708;77.2;1.46
Les Giettes;1871;2;Massongex;6215;VS;6.96337385;46.21895605;fr;01.07.2008;2310;Saint-Maurice;14708;77.2;1.46
Verossaz;1891;11;Massongex;6215;VS;6.988780264;46.22423454;fr;01.07.2008;2310;Saint-Maurice;14708;77.2;1.46
St-Maurice;1890;0;Saint-Maurice;6217;VS;7.013615633;46.19454401;fr;01.07.2008;2310;Saint-Maurice;14708;77.2;1.46
Mex VS;1890;1;Saint-Maurice;6217;VS;6.987850056;46.18692444;fr;01.07.2008;2310;Saint-Maurice;14708;77.2;1.46
Evionnaz;1902;0;Saint-Maurice;6217;VS;7.028578646;46.18485834;fr;01.07.2008;2310;Saint-Maurice;14708;77.2;1.46
Martigny;1920;0;Salvan;6218;VS;7.015597062;46.10398053;fr;01.07.2008;2310;Saint-Maurice;14708;77.2;1.46
Salvan;1922;0;Salvan;6218;VS;7.006428622;46.13233372;fr;01.07.2008;2310;Saint-Maurice;14708;77.2;1.46
Les Granges (Salvan);1922;1;Salvan;6218;VS;7.020511315;46.12722344;fr;01.07.2008;2310;Saint-Maurice;14708;77.2;1.46
Les Marecottes;1923;0;Salvan;6218;VS;6.941142171;46.10034288;fr;01.07.2008;2310;Saint-Maurice;14708;77.2;1.46
Le Tretien;1923;2;Salvan;6218;VS;6.990598781;46.09962893;fr;01.07.2008;2310;Saint-Maurice;14708;77.2;1.46
Vernayaz;1904;0;Vernayaz;6219;VS;7.030709787;46.14339496;fr;01.07.2008;2310;Saint-Maurice;14708;77.2;1.46
Martigny;1920;0;Vernayaz;6219;VS;7.033558315;46.1159998;fr;01.07.2008;2310;Saint-Maurice;14708;77.2;1.46
Verossaz;1891;11;Verossaz;6220;VS;6.97171554;46.20300414;fr;01.07.2008;2310;Saint-Maurice;14708;77.2;1.46
Chalais;3966;0;Chalais;6232;VS;7.516146913;46.26401071;fr;01.07.2008;2311;Sierre;51445;123;0.7
Rechy;3966;1;Chalais;6232;VS;7.491894141;46.26030074;fr;01.07.2008;2311;Sierre;51445;123;0.7
Vercorin;3967;0;Chalais;6232;VS;7.533494239;46.24149707;fr;01.07.2008;2311;Sierre;51445;123;0.7
Grône;3979;0;Chalais;6232;VS;7.481755596;46.25839259;fr;01.07.2008;2311;Sierre;51445;123;0.7
Chippis;3965;0;Chippis;6235;VS;7.539409235;46.27432915;fr;01.07.2008;2311;Sierre;51445;123;0.7
Vercorin;3967;0;Grône;6238;VS;7.506868948;46.24155144;fr;01.07.2008;2311;Sierre;51445;123;0.7
Grône;3979;0;Grône;6238;VS;7.486068428;46.23116613;fr;01.07.2008;2311;Sierre;51445;123;0.7
Icogne;1977;0;Icogne;6239;VS;7.456457432;46.34571613;fr;01.07.2008;2311;Sierre;51445;123;0.7
Lens;1978;0;Icogne;6239;VS;7.447166217;46.28889908;fr;01.07.2008;2311;Sierre;51445;123;0.7
Crans-Montana;3963;0;Icogne;6239;VS;7.486577112;46.37065245;fr;01.07.2008;2311;Sierre;51445;123;0.7
Crans VS;3963;5;Icogne;6239;VS;7.452943151;46.30776663;fr;01.03.2023;2311;Sierre;51445;123;0.7
Lens;1978;0;Lens;6240;VS;7.449494376;46.27950986;fr;01.07.2008;2311;Sierre;51445;123;0.7
Crans VS;3963;5;Lens;6240;VS;7.466613321;46.32214857;fr;01.03.2023;2311;Sierre;51445;123;0.7
Chermignon-d'en-Bas;3971;1;Lens;6240;VS;7.472571697;46.27946783;fr;01.07.2008;2311;Sierre;51445;123;0.7
Ollon VS;3971;2;Lens;6240;VS;7.472272169;46.27486875;fr;01.07.2008;2311;Sierre;51445;123;0.7
Flanthey;3978;0;Lens;6240;VS;7.454959916;46.27046598;fr;01.07.2008;2311;Sierre;51445;123;0.7
St-Leonard;1958;0;Saint-Leonard;6246;VS;7.428850819;46.25516144;fr;01.07.2008;2311;Sierre;51445;123;0.7
Icogne;1977;0;Saint-Leonard;6246;VS;7.425815488;46.26836989;fr;01.07.2008;2311;Sierre;51445;123;0.7
Flanthey;3978;0;Saint-Leonard;6246;VS;7.430877747;46.26010124;fr;01.07.2008;2311;Sierre;51445;123;0.7
St-Leonard;1958;0;Sierre;6248;VS;7.445190021;46.26088137;fr;01.07.2008;2311;Sierre;51445;123;0.7
Sierre;3960;0;Sierre;6248;VS;7.55927954;46.28911971;fr;01.07.2008;2311;Sierre;51445;123;0.7
Muraz (Sierre);3960;5;Sierre;6248;VS;7.528703337;46.29698804;fr;01.07.2008;2311;Sierre;51445;123;0.7
Chippis;3965;0;Sierre;6248;VS;7.527667689;46.27912734;fr;01.07.2008;2311;Sierre;51445;123;0.7
Chalais;3966;0;Sierre;6248;VS;7.51193801;46.27040764;fr;01.07.2008;2311;Sierre;51445;123;0.7
Rechy;3966;1;Sierre;6248;VS;7.494874663;46.26518079;fr;01.07.2008;2311;Sierre;51445;123;0.7
Ollon VS;3971;2;Sierre;6248;VS;7.487675854;46.27485782;fr;01.07.2008;2311;Sierre;51445;123;0.7
Noës;3976;0;Sierre;6248;VS;7.504202916;46.27650603;fr;01.07.2008;2311;Sierre;51445;123;0.7
Champzabe;3976;2;Sierre;6248;VS;7.498103801;46.27845965;fr;01.07.2008;2311;Sierre;51445;123;0.7
Granges VS;3977;0;Sierre;6248;VS;7.46443177;46.26087598;fr;01.07.2008;2311;Sierre;51445;123;0.7
Niouc;3960;4;Anniviers;6252;VS;7.561087506;46.26836765;fr;01.07.2008;2311;Sierre;51445;123;0.7
Vissoie;3961;21;Anniviers;6252;VS;7.576751904;46.23502529;fr;01.07.2008;2311;Sierre;51445;123;0.7
St-Luc;3961;22;Anniviers;6252;VS;7.627928746;46.215465;fr;01.07.2008;2311;Sierre;51445;123;0.7
Chandolin;3961;23;Anniviers;6252;VS;7.597953499;46.25870725;fr;01.07.2008;2311;Sierre;51445;123;0.7
Ayer;3961;24;Anniviers;6252;VS;7.621560386;46.1793911;fr;01.07.2008;2311;Sierre;51445;123;0.7
Zinal;3961;25;Anniviers;6252;VS;7.648384817;46.10382399;fr;01.07.2008;2311;Sierre;51445;123;0.7
Grimentz;3961;26;Anniviers;6252;VS;7.563607806;46.14515451;fr;01.07.2008;2311;Sierre;51445;123;0.7
Mission;3961;27;Anniviers;6252;VS;7.596815325;46.19750222;fr;01.03.2013;2311;Sierre;51445;123;0.7
St-Jean VS;3961;41;Anniviers;6252;VS;7.558389511;46.20357631;fr;01.07.2008;2311;Sierre;51445;123;0.7
Sierre;3960;0;Crans-Montana;6253;VS;7.513321264;46.28762936;fr;01.07.2008;2311;Sierre;51445;123;0.7
Corin-de-la-Crête;3960;2;Crans-Montana;6253;VS;7.500517845;46.28702145;fr;01.07.2008;2311;Sierre;51445;123;0.7
Loc;3960;3;Crans-Montana;6253;VS;7.51039941;46.29330341;fr;01.07.2008;2311;Sierre;51445;123;0.7
